Order_ID,Order_Date,City,State,Category,Quantity,Unit_Price_INR,Discount,Sales_INR,Profit_INR,Payment_Method,Channel
IN100962,2024-10-18,Mumbai,Maharashtra,Grocery,3,643.42,0.2,1544.21,339.73,Debit Card,Store
IN100963,2025-12-14,Chennai,Tamil Nadu,Electronics,1,3129.77,0.05,2973.28,713.59,UPI,Store
IN100964,2025-01-23,Kolkata,West Bengal,Electronics,4,3541.83,0.2,11333.86,2720.13,Credit Card,Store
IN100965,2024-06-05,Mumbai,Maharashtra,Grocery,1,765.18,0.1,688.66,151.51,UPI,Store
IN100966,2024-04-09,Hyderabad,Telangana,Grocery,4,786.64,0.2,2517.25,553.79,Net Banking,Store
IN100967,2025-09-25,Pune,Maharashtra,Electronics,3,3591.18,0.0,10773.54,2585.65,Debit Card,Online
IN100968,2024-04-19,Delhi,Delhi,Clothing,4,1378.33,0.0,5513.32,1543.73,UPI,Online
IN100969,2025-11-09,Lucknow,Uttar Pradesh,Electronics,1,4216.22,0.15,3583.79,860.11,Credit Card,Store
IN100970,2025-10-03,Chennai,Tamil Nadu,Grocery,2,755.41,0.15,1284.2,282.52,Cash,Store
IN100971,2024-09-26,Lucknow,Uttar Pradesh,Clothing,4,1368.26,0.1,4925.74,1379.21,Debit Card,Online
IN100972,2024-05-17,Mumbai,Maharashtra,Grocery,1,643.68,0.15,547.13,120.37,Cash,Online
IN100973,2025-11-18,Pune,Maharashtra,Home & Kitchen,2,2217.04,0.25,3325.56,997.67,UPI,Online
IN100974,2024-03-04,Pune,Maharashtra,Clothing,3,1380.89,0.15,3521.27,985.96,Cash,Online
IN100975,2025-10-04,Hyderabad,Telangana,Beauty,3,932.02,0.15,2376.65,760.53,Debit Card,Store
IN100976,2025-05-21,Ahmedabad,Gujarat,Grocery,5,578.18,0.15,2457.26,540.6,Debit Card,Store
IN100977,2025-11-30,Hyderabad,Telangana,Grocery,3,809.44,0.2,1942.66,427.39,UPI,Store
IN100978,2024-12-15,Ahmedabad,Gujarat,Grocery,5,675.67,0.05,3209.43,706.07,Cash,Store
IN100979,2024-05-26,Ahmedabad,Gujarat,Grocery,3,688.45,0.15,1755.55,386.22,Debit Card,Online
IN100980,2024-11-30,Chennai,Tamil Nadu,Grocery,3,827.09,0.1,2233.14,491.29,Cash,Online
IN100981,2025-06-15,Hyderabad,Telangana,Clothing,3,1817.67,0.0,5453.01,1526.84,UPI,Online
IN100982,2025-07-07,Delhi,Delhi,Electronics,5,3954.32,0.1,17794.44,4270.67,UPI,Store
IN100983,2025-02-10,Bengaluru,Karnataka,Electronics,5,2375.97,0.0,11879.85,2851.16,UPI,Online
IN100984,2024-12-09,Bengaluru,Karnataka,Clothing,4,1383.59,0.0,5534.36,1549.62,Credit Card,Online
IN100985,2025-10-13,Hyderabad,Telangana,Clothing,1,1292.43,0.25,969.32,271.41,Credit Card,Store
IN100986,2025-06-04,Hyderabad,Telangana,Clothing,1,1174.3,0.0,1174.3,328.8,Credit Card,Online
IN100987,2025-08-13,Lucknow,Uttar Pradesh,Electronics,1,4130.62,0.1,3717.56,892.21,Credit Card,Store
IN100988,2025-10-21,Chennai,Tamil Nadu,Home & Kitchen,3,2301.38,0.05,6558.93,1967.68,Cash,Store
IN100989,2025-12-05,Hyderabad,Telangana,Home & Kitchen,1,1804.4,0.1,1623.96,487.19,UPI,Online
IN100990,2024-05-15,Lucknow,Uttar Pradesh,Beauty,5,708.72,0.05,3366.42,1077.25,UPI,Online
IN100991,2024-02-08,Ahmedabad,Gujarat,Grocery,4,460.65,0.1,1658.34,364.83,Cash,Store
IN100992,2024-11-15,Pune,Maharashtra,Grocery,2,640.25,0.2,1024.4,225.37,Credit Card,Online
IN100993,2024-10-13,Pune,Maharashtra,Home & Kitchen,4,1306.75,0.05,4965.65,1489.7,Credit Card,Online
IN100994,2025-04-07,Ahmedabad,Gujarat,Clothing,1,1534.7,0.05,1457.96,408.23,Credit Card,Store
IN100995,2025-10-23,Kolkata,West Bengal,Clothing,1,1533.65,0.1,1380.28,386.48,Credit Card,Store
IN100996,2024-12-17,Lucknow,Uttar Pradesh,Beauty,5,1155.88,0.0,5779.4,1849.41,UPI,Online
IN100997,2024-01-05,Lucknow,Uttar Pradesh,Grocery,4,535.3,0.1,1927.08,423.96,Credit Card,Store
IN100998,2024-08-23,Ahmedabad,Gujarat,Grocery,5,611.91,0.0,3059.55,673.1,Net Banking,Store
IN100999,2024-08-23,Delhi,Delhi,Electronics,5,4027.85,0.1,18125.32,4350.08,Credit Card,Online
IN101000,2025-05-15,Jaipur,Rajasthan,Electronics,2,3226.54,0.2,5162.46,1238.99,UPI,Store
IN101001,2024-04-14,Mumbai,Maharashtra,Home & Kitchen,5,1329.88,0.1,5984.46,1795.34,Cash,Online
IN101002,2024-07-25,Ahmedabad,Gujarat,Grocery,5,501.81,0.15,2132.69,469.19,UPI,Online
IN101003,2024-08-26,Hyderabad,Telangana,Clothing,2,1720.24,0.0,3440.48,963.33,UPI,Store
IN101004,2024-02-21,Hyderabad,Telangana,Electronics,3,3786.89,0.2,9088.54,2181.25,Cash,Store
IN101005,2024-04-17,Chennai,Tamil Nadu,Grocery,3,825.06,0.1,2227.66,490.09,UPI,Online
IN101006,2024-12-22,Ahmedabad,Gujarat,Grocery,2,505.22,0.3,707.31,155.61,Net Banking,Store
IN101007,2024-02-02,Chennai,Tamil Nadu,Electronics,5,3821.67,0.0,19108.35,4586.0,Credit Card,Store
IN101008,2024-01-22,Ahmedabad,Gujarat,Home & Kitchen,1,2026.47,0.25,1519.85,455.96,Debit Card,Store
IN101009,2024-11-02,Lucknow,Uttar Pradesh,Electronics,4,2723.17,0.15,9258.78,2222.11,Credit Card,Online
IN101010,2024-01-11,Mumbai,Maharashtra,Clothing,1,1866.25,0.0,1866.25,522.55,UPI,Store
IN101011,2025-09-30,Lucknow,Uttar Pradesh,Grocery,1,695.97,0.3,487.18,107.18,Debit Card,Online
IN101012,2025-03-17,Jaipur,Rajasthan,Clothing,5,1805.26,0.0,9026.3,2527.36,Net Banking,Online
IN101013,2025-07-15,Pune,Maharashtra,Home & Kitchen,4,2265.14,0.15,7701.48,2310.44,Debit Card,Store
IN101014,2024-07-16,Bengaluru,Karnataka,Home & Kitchen,4,1649.76,0.2,5279.23,1583.77,Debit Card,Store
IN101015,2025-06-12,Ahmedabad,Gujarat,Home & Kitchen,3,1887.07,0.0,5661.21,1698.36,Net Banking,Store
IN101016,2024-02-13,Jaipur,Rajasthan,Electronics,2,3137.25,0.05,5960.78,1430.59,UPI,Online
IN101017,2024-07-03,Pune,Maharashtra,Electronics,5,3714.88,0.1,16716.96,4012.07,UPI,Online
IN101018,2025-01-23,Kolkata,West Bengal,Clothing,4,1515.12,0.15,5151.41,1442.39,UPI,Store
IN101019,2025-07-04,Mumbai,Maharashtra,Grocery,5,786.6,0.2,3146.4,692.21,Debit Card,Online
IN101020,2025-05-21,Chennai,Tamil Nadu,Home & Kitchen,3,1273.75,0.15,3248.06,974.42,Cash,Online
IN101021,2025-03-17,Chennai,Tamil Nadu,Home & Kitchen,1,2064.72,0.05,1961.48,588.44,Debit Card,Online
IN101022,2025-05-10,Lucknow,Uttar Pradesh,Grocery,4,589.81,0.2,1887.39,415.23,Net Banking,Store
IN101023,2025-05-19,Hyderabad,Telangana,Beauty,3,761.17,0.25,1712.63,548.04,Debit Card,Store
IN101024,2024-05-16,Pune,Maharashtra,Home & Kitchen,5,2197.45,0.05,10437.89,3131.37,UPI,Store
IN101025,2024-10-05,Kolkata,West Bengal,Clothing,3,1061.19,0.0,3183.57,891.4,UPI,Store
IN101026,2024-06-12,Jaipur,Rajasthan,Clothing,3,1187.9,0.1,3207.33,898.05,Net Banking,Store
IN101027,2025-06-26,Mumbai,Maharashtra,Grocery,3,541.08,0.2,1298.59,285.69,UPI,Online
IN101028,2024-01-23,Pune,Maharashtra,Electronics,3,3113.24,0.0,9339.72,2241.53,Credit Card,Online
IN101029,2025-12-11,Kolkata,West Bengal,Electronics,3,2910.46,0.2,6985.1,1676.42,UPI,Store
IN101030,2025-05-21,Bengaluru,Karnataka,Grocery,3,759.4,0.3,1594.74,350.84,UPI,Online
IN101031,2025-11-16,Ahmedabad,Gujarat,Home & Kitchen,2,2078.26,0.0,4156.52,1246.96,Debit Card,Online
IN101032,2025-05-24,Chennai,Tamil Nadu,Electronics,5,2916.98,0.1,13126.41,3150.34,UPI,Online
IN101033,2025-07-23,Jaipur,Rajasthan,Home & Kitchen,1,1771.27,0.05,1682.71,504.81,Net Banking,Online
IN101034,2025-12-08,Chennai,Tamil Nadu,Home & Kitchen,5,1503.25,0.1,6764.62,2029.39,UPI,Online
IN101035,2025-08-22,Jaipur,Rajasthan,Grocery,4,738.43,0.1,2658.35,584.84,Debit Card,Store
IN101036,2025-03-19,Lucknow,Uttar Pradesh,Electronics,4,3064.14,0.15,10418.08,2500.34,Debit Card,Store
IN101037,2024-05-21,Hyderabad,Telangana,Electronics,5,2516.28,0.1,11323.26,2717.58,Debit Card,Store
IN101038,2024-10-07,Jaipur,Rajasthan,Grocery,3,508.77,0.25,1144.73,251.84,Net Banking,Store
IN101039,2024-07-25,Chennai,Tamil Nadu,Home & Kitchen,2,1637.12,0.05,3110.53,933.16,UPI,Online
IN101040,2025-11-14,Lucknow,Uttar Pradesh,Beauty,1,1067.19,0.1,960.47,307.35,UPI,Online
IN101041,2024-10-28,Jaipur,Rajasthan,Grocery,3,465.78,0.2,1117.87,245.93,UPI,Store
IN101042,2025-01-31,Bengaluru,Karnataka,Electronics,5,2776.17,0.05,13186.81,3164.83,Cash,Store
IN101043,2024-11-13,Hyderabad,Telangana,Electronics,5,2577.97,0.1,11600.86,2784.21,Net Banking,Online
IN101044,2024-02-17,Jaipur,Rajasthan,Home & Kitchen,2,2379.08,0.15,4044.44,1213.33,UPI,Store
IN101045,2025-11-03,Lucknow,Uttar Pradesh,Electronics,2,3706.99,0.2,5931.18,1423.48,Debit Card,Online
IN101046,2025-11-07,Pune,Maharashtra,Clothing,5,1192.24,0.1,5365.08,1502.22,UPI,Online
IN101047,2025-01-24,Delhi,Delhi,Grocery,3,542.65,0.1,1465.16,322.34,UPI,Store
IN101048,2025-01-13,Kolkata,West Bengal,Electronics,3,4024.7,0.3,8451.87,2028.45,Debit Card,Online
IN101049,2024-08-04,Delhi,Delhi,Clothing,3,1153.11,0.0,3459.33,968.61,UPI,Online
IN101050,2025-09-20,Delhi,Delhi,Clothing,1,1887.32,0.1,1698.59,475.61,Credit Card,Online
IN101051,2024-09-07,Mumbai,Maharashtra,Clothing,1,1236.9,0.15,1051.36,294.38,Debit Card,Online
IN101052,2025-03-09,Bengaluru,Karnataka,Electronics,3,2415.41,0.0,7246.23,1739.1,Debit Card,Store
IN101053,2025-08-07,Pune,Maharashtra,Home & Kitchen,5,2068.4,0.1,9307.8,2792.34,Credit Card,Store
IN101054,2024-10-10,Ahmedabad,Gujarat,Home & Kitchen,2,1973.28,0.0,3946.56,1183.97,Debit Card,Store
IN101055,2025-04-27,Jaipur,Rajasthan,Clothing,4,1889.84,0.2,6047.49,1693.3,Credit Card,Store
IN101056,2025-12-07,Kolkata,West Bengal,Home & Kitchen,2,2198.44,0.2,3517.5,1055.25,UPI,Online
IN101057,2024-09-23,Hyderabad,Telangana,Clothing,2,1370.24,0.0,2740.48,767.33,Debit Card,Online
IN101058,2025-08-21,Pune,Maharashtra,Grocery,4,740.87,0.0,2963.48,651.97,UPI,Online
IN101059,2024-09-02,Chennai,Tamil Nadu,Home & Kitchen,3,2216.88,0.15,5653.04,1695.91,UPI,Online
IN101060,2024-06-06,Ahmedabad,Gujarat,Home & Kitchen,2,1861.06,0.05,3536.01,1060.8,Credit Card,Online
IN101061,2024-12-22,Mumbai,Maharashtra,Home & Kitchen,4,1579.26,0.1,5685.34,1705.6,Cash,Store
IN101062,2025-07-01,Mumbai,Maharashtra,Electronics,5,2677.02,0.05,12715.84,3051.8,UPI,Store
IN101063,2024-08-23,Pune,Maharashtra,Electronics,5,2854.19,0.0,14270.95,3425.03,UPI,Online
IN101064,2025-04-04,Lucknow,Uttar Pradesh,Beauty,5,1126.12,0.05,5349.07,1711.7,UPI,Store
IN101065,2024-04-09,Delhi,Delhi,Clothing,3,1326.19,0.05,3779.64,1058.3,UPI,Online
IN101066,2024-04-28,Chennai,Tamil Nadu,Clothing,2,1240.86,0.1,2233.55,625.39,Credit Card,Store
IN101067,2024-12-19,Mumbai,Maharashtra,Home & Kitchen,2,2202.89,0.15,3744.91,1123.47,UPI,Store
IN101068,2025-12-08,Kolkata,West Bengal,Home & Kitchen,1,1297.35,0.1,1167.62,350.29,Cash,Online
IN101069,2024-03-28,Mumbai,Maharashtra,Home & Kitchen,5,1954.93,0.15,8308.45,2492.54,Debit Card,Online
IN101070,2024-02-05,Hyderabad,Telangana,Clothing,3,1775.0,0.1,4792.5,1341.9,Debit Card,Store
IN101071,2024-11-09,Jaipur,Rajasthan,Home & Kitchen,4,1739.8,0.05,6611.24,1983.37,Credit Card,Store
IN101072,2025-06-23,Mumbai,Maharashtra,Electronics,3,2800.18,0.0,8400.54,2016.13,UPI,Store
IN101073,2025-07-04,Hyderabad,Telangana,Electronics,2,3262.75,0.05,6199.22,1487.81,UPI,Store
IN101074,2024-11-17,Pune,Maharashtra,Grocery,5,758.13,0.15,3222.05,708.85,Credit Card,Store
IN101075,2025-03-02,Pune,Maharashtra,Electronics,1,3314.54,0.15,2817.36,676.17,UPI,Online
IN101076,2025-05-31,Ahmedabad,Gujarat,Clothing,3,986.95,0.1,2664.77,746.14,Debit Card,Online
IN101077,2025-10-14,Mumbai,Maharashtra,Grocery,1,488.09,0.15,414.88,91.27,UPI,Online
IN101078,2024-01-09,Kolkata,West Bengal,Clothing,2,1636.41,0.05,3109.18,870.57,UPI,Online
IN101079,2024-12-24,Mumbai,Maharashtra,Electronics,4,3071.9,0.2,9830.08,2359.22,UPI,Online
IN101080,2025-04-22,Kolkata,West Bengal,Clothing,3,1694.15,0.2,4065.96,1138.47,UPI,Store
IN101081,2024-02-26,Bengaluru,Karnataka,Clothing,2,1571.04,0.05,2984.98,835.79,Net Banking,Online
IN101082,2024-10-09,Ahmedabad,Gujarat,Grocery,5,700.69,0.1,3153.11,693.68,UPI,Online
IN101083,2025-03-20,Bengaluru,Karnataka,Home & Kitchen,3,2314.61,0.15,5902.26,1770.68,Cash,Store
IN101084,2025-04-05,Mumbai,Maharashtra,Home & Kitchen,1,1284.95,0.1,1156.46,346.94,Credit Card,Online
IN101085,2025-05-04,Ahmedabad,Gujarat,Clothing,3,1121.08,0.25,2522.43,706.28,Cash,Online
IN101086,2024-12-24,Bengaluru,Karnataka,Home & Kitchen,2,1990.52,0.15,3383.88,1015.16,Credit Card,Store
IN101087,2025-11-20,Delhi,Delhi,Electronics,2,2376.92,0.15,4040.76,969.78,Net Banking,Store
IN101088,2025-08-16,Mumbai,Maharashtra,Clothing,1,1566.92,0.1,1410.23,394.86,UPI,Online
IN101089,2025-08-19,Bengaluru,Karnataka,Home & Kitchen,2,2411.42,0.0,4822.84,1446.85,Credit Card,Online
IN101090,2024-03-05,Delhi,Delhi,Clothing,3,1779.72,0.0,5339.16,1494.96,UPI,Store
IN101091,2025-03-04,Delhi,Delhi,Beauty,1,975.69,0.05,926.91,296.61,Credit Card,Online
IN101092,2025-04-01,Pune,Maharashtra,Clothing,2,1793.52,0.05,3407.69,954.15,Credit Card,Online
IN101093,2024-05-15,Mumbai,Maharashtra,Home & Kitchen,2,1396.03,0.25,2094.04,628.21,Debit Card,Store
IN101094,2025-08-28,Delhi,Delhi,Clothing,3,1393.77,0.1,3763.18,1053.69,UPI,Online
IN101095,2024-02-17,Pune,Maharashtra,Clothing,2,1370.1,0.2,2192.16,613.8,UPI,Online
IN101096,2025-09-03,Bengaluru,Karnataka,Clothing,3,1286.17,0.2,3086.81,864.31,Debit Card,Online
IN101097,2024-07-12,Hyderabad,Telangana,Home & Kitchen,5,1260.24,0.2,5040.96,1512.29,Credit Card,Store
IN101098,2024-04-26,Mumbai,Maharashtra,Grocery,3,831.46,0.05,2369.66,521.33,UPI,Store
IN101099,2024-06-12,Ahmedabad,Gujarat,Beauty,4,1084.96,0.1,3905.86,1249.88,Net Banking,Online
IN101100,2025-04-23,Kolkata,West Bengal,Clothing,2,1574.1,0.05,2990.79,837.42,Net Banking,Online
IN101101,2024-10-13,Kolkata,West Bengal,Electronics,5,2508.25,0.3,8778.88,2106.93,Cash,Online
IN101102,2025-06-19,Bengaluru,Karnataka,Clothing,1,1324.17,0.2,1059.34,296.62,Cash,Online
IN101103,2025-05-08,Lucknow,Uttar Pradesh,Grocery,4,845.53,0.05,3213.01,706.86,UPI,Online
IN101104,2025-02-08,Lucknow,Uttar Pradesh,Home & Kitchen,1,1981.81,0.05,1882.72,564.82,Net Banking,Store
IN101105,2024-04-05,Bengaluru,Karnataka,Clothing,4,1529.1,0.1,5504.76,1541.33,UPI,Online
IN101106,2025-05-11,Delhi,Delhi,Grocery,5,840.8,0.05,3993.8,878.64,UPI,Online
IN101107,2024-09-10,Mumbai,Maharashtra,Clothing,5,1489.45,0.2,5957.8,1668.18,Cash,Online
IN101108,2025-02-17,Kolkata,West Bengal,Grocery,5,707.5,0.2,2830.0,622.6,UPI,Online
IN101109,2025-09-24,Kolkata,West Bengal,Beauty,4,832.24,0.15,2829.62,905.48,Credit Card,Online
IN101110,2025-08-06,Delhi,Delhi,Clothing,3,1318.01,0.15,3360.93,941.06,UPI,Online
IN101111,2025-01-05,Kolkata,West Bengal,Clothing,1,1603.9,0.1,1443.51,404.18,Credit Card,Store
IN101112,2025-07-29,Ahmedabad,Gujarat,Beauty,3,817.45,0.05,2329.73,745.51,Credit Card,Store
IN101113,2024-08-30,Mumbai,Maharashtra,Home & Kitchen,3,1914.16,0.2,4593.98,1378.19,Credit Card,Online
IN101114,2025-09-30,Jaipur,Rajasthan,Grocery,2,572.96,0.2,916.74,201.68,UPI,Online
IN101115,2025-01-07,Kolkata,West Bengal,Grocery,1,525.19,0.0,525.19,115.54,Credit Card,Online
IN101116,2024-02-08,Bengaluru,Karnataka,Clothing,4,1393.51,0.1,5016.64,1404.66,Credit Card,Online
IN101117,2024-12-18,Ahmedabad,Gujarat,Grocery,2,546.87,0.0,1093.74,240.62,UPI,Store
IN101118,2025-03-01,Kolkata,West Bengal,Home & Kitchen,2,2311.24,0.2,3697.98,1109.39,Net Banking,Online
IN101119,2024-03-17,Ahmedabad,Gujarat,Grocery,5,583.28,0.0,2916.4,641.61,UPI,Store
IN101120,2025-05-24,Pune,Maharashtra,Clothing,4,1523.64,0.15,5180.38,1450.51,Cash,Store
IN101121,2025-05-31,Jaipur,Rajasthan,Electronics,3,2787.96,0.05,7945.69,1906.97,UPI,Store
IN101122,2024-05-19,Chennai,Tamil Nadu,Clothing,3,1214.8,0.2,2915.52,816.35,UPI,Store
IN101123,2024-09-08,Bengaluru,Karnataka,Electronics,3,2969.32,0.1,8017.16,1924.12,UPI,Online
IN101124,2025-10-30,Bengaluru,Karnataka,Electronics,5,4145.02,0.05,19688.84,4725.32,UPI,Store
IN101125,2024-11-12,Mumbai,Maharashtra,Clothing,3,1336.26,0.05,3808.34,1066.34,UPI,Store
IN101126,2025-02-23,Ahmedabad,Gujarat,Electronics,1,3948.23,0.05,3750.82,900.2,Credit Card,Store
IN101127,2024-03-15,Delhi,Delhi,Electronics,3,2650.38,0.2,6360.91,1526.62,UPI,Online
IN101128,2024-01-29,Bengaluru,Karnataka,Grocery,3,475.35,0.15,1212.14,266.67,UPI,Store
IN101129,2024-02-10,Ahmedabad,Gujarat,Electronics,1,3865.89,0.05,3672.6,881.42,Debit Card,Online
IN101130,2025-06-24,Ahmedabad,Gujarat,Electronics,5,3367.1,0.1,15151.95,3636.47,Net Banking,Store
IN101131,2025-05-06,Hyderabad,Telangana,Clothing,2,1438.39,0.0,2876.78,805.5,UPI,Online
IN101132,2024-04-09,Hyderabad,Telangana,Clothing,4,1227.71,0.2,3928.67,1100.03,Debit Card,Store
IN101133,2024-11-15,Chennai,Tamil Nadu,Grocery,5,485.55,0.05,2306.36,507.4,Debit Card,Online
IN101134,2025-07-23,Pune,Maharashtra,Electronics,3,3244.35,0.2,7786.44,1868.75,Credit Card,Online
IN101135,2025-12-23,Chennai,Tamil Nadu,Home & Kitchen,2,2274.65,0.1,4094.37,1228.31,Cash,Online
IN101136,2025-10-11,Kolkata,West Bengal,Beauty,4,700.21,0.1,2520.76,806.64,Net Banking,Online
IN101137,2025-06-06,Delhi,Delhi,Home & Kitchen,4,2347.13,0.0,9388.52,2816.56,UPI,Online
IN101138,2024-07-07,Kolkata,West Bengal,Grocery,4,571.07,0.0,2284.28,502.54,Debit Card,Online
IN101139,2025-03-25,Lucknow,Uttar Pradesh,Home & Kitchen,1,1882.66,0.1,1694.39,508.32,Debit Card,Store
IN101140,2024-04-03,Kolkata,West Bengal,Grocery,1,483.1,0.1,434.79,95.65,UPI,Store
IN101141,2024-06-29,Mumbai,Maharashtra,Electronics,2,3124.1,0.0,6248.2,1499.57,UPI,Store
IN101142,2024-11-16,Kolkata,West Bengal,Clothing,3,1094.57,0.2,2626.97,735.55,Net Banking,Online
IN101143,2024-10-09,Chennai,Tamil Nadu,Home & Kitchen,2,1316.13,0.1,2369.03,710.71,Cash,Online
IN101144,2025-01-25,Bengaluru,Karnataka,Clothing,3,1859.57,0.05,5299.77,1483.94,UPI,Online
IN101145,2024-11-16,Bengaluru,Karnataka,Electronics,5,3758.6,0.2,15034.4,3608.26,UPI,Store
IN101146,2025-07-23,Hyderabad,Telangana,Home & Kitchen,4,2101.3,0.25,6303.9,1891.17,Net Banking,Store
IN101147,2024-01-25,Delhi,Delhi,Home & Kitchen,4,1365.94,0.05,5190.57,1557.17,UPI,Online
IN101148,2024-09-16,Delhi,Delhi,Electronics,1,4173.05,0.15,3547.09,851.3,Debit Card,Online
IN101149,2025-05-11,Mumbai,Maharashtra,Grocery,5,653.35,0.15,2776.74,610.88,UPI,Store
IN101150,2024-07-31,Chennai,Tamil Nadu,Electronics,5,4012.75,0.3,14044.62,3370.71,UPI,Store
IN101151,2024-04-24,Hyderabad,Telangana,Home & Kitchen,3,1274.74,0.05,3633.01,1089.9,UPI,Store
IN101152,2025-03-27,Lucknow,Uttar Pradesh,Clothing,5,1251.37,0.25,4692.64,1313.94,UPI,Store
IN101153,2025-11-30,Delhi,Delhi,Clothing,1,1886.4,0.05,1792.08,501.78,UPI,Online
IN101154,2025-10-09,Bengaluru,Karnataka,Home & Kitchen,3,1760.57,0.1,4753.54,1426.06,Credit Card,Online
IN101155,2025-05-04,Kolkata,West Bengal,Grocery,2,830.39,0.05,1577.74,347.1,Debit Card,Online
IN101156,2025-08-24,Kolkata,West Bengal,Grocery,3,593.58,0.05,1691.7,372.17,UPI,Online
IN101157,2025-06-11,Hyderabad,Telangana,Clothing,2,1458.05,0.15,2478.68,694.03,Debit Card,Online
IN101158,2025-10-20,Chennai,Tamil Nadu,Clothing,3,1757.34,0.1,4744.82,1328.55,Credit Card,Online
IN101159,2025-01-19,Chennai,Tamil Nadu,Grocery,4,710.96,0.05,2701.65,594.36,Credit Card,Online
IN101160,2025-09-04,Pune,Maharashtra,Electronics,2,3748.4,0.0,7496.8,1799.23,UPI,Online
IN101161,2025-02-21,Jaipur,Rajasthan,Clothing,1,1188.24,0.05,1128.83,316.07,Credit Card,Online
IN101162,2024-08-06,Delhi,Delhi,Electronics,2,2564.25,0.1,4615.65,1107.76,Net Banking,Online
IN101163,2025-07-10,Chennai,Tamil Nadu,Grocery,2,552.3,0.1,994.14,218.71,Debit Card,Online
IN101164,2024-03-03,Bengaluru,Karnataka,Beauty,3,918.43,0.05,2617.53,837.61,UPI,Store
IN101165,2024-12-15,Hyderabad,Telangana,Beauty,4,1098.56,0.0,4394.24,1406.16,Debit Card,Store
IN101166,2025-01-24,Lucknow,Uttar Pradesh,Clothing,3,1302.13,0.1,3515.75,984.41,UPI,Online
IN101167,2025-01-11,Pune,Maharashtra,Clothing,3,1493.98,0.2,3585.55,1003.95,UPI,Online
IN101168,2024-03-06,Ahmedabad,Gujarat,Clothing,4,1712.38,0.0,6849.52,1917.87,Credit Card,Online
IN101169,2024-04-28,Mumbai,Maharashtra,Home & Kitchen,3,1539.37,0.0,4618.11,1385.43,Debit Card,Store
IN101170,2024-01-08,Lucknow,Uttar Pradesh,Electronics,4,4076.59,0.1,14675.72,3522.17,UPI,Online
IN101171,2025-12-07,Ahmedabad,Gujarat,Beauty,1,1187.55,0.05,1128.17,361.01,Cash,Online
IN101172,2024-01-27,Kolkata,West Bengal,Clothing,4,1015.46,0.1,3655.66,1023.58,UPI,Store
IN101173,2024-10-16,Mumbai,Maharashtra,Beauty,5,664.58,0.25,2492.18,797.5,UPI,Online
IN101174,2024-01-28,Delhi,Delhi,Home & Kitchen,4,1366.42,0.15,4645.83,1393.75,Net Banking,Online
IN101175,2024-06-07,Bengaluru,Karnataka,Home & Kitchen,4,2168.82,0.15,7373.99,2212.2,Credit Card,Online
IN101176,2024-05-24,Mumbai,Maharashtra,Clothing,5,1152.3,0.1,5185.35,1451.9,Cash,Online
IN101177,2025-04-11,Jaipur,Rajasthan,Electronics,4,3749.45,0.05,14247.91,3419.5,Cash,Online
IN101178,2024-04-17,Ahmedabad,Gujarat,Clothing,2,1381.56,0.1,2486.81,696.31,Net Banking,Store
IN101179,2025-03-14,Delhi,Delhi,Clothing,3,1740.99,0.2,4178.38,1169.95,UPI,Online
IN101180,2024-07-21,Jaipur,Rajasthan,Electronics,3,3921.8,0.2,9412.32,2258.96,UPI,Store
IN101181,2024-10-27,Kolkata,West Bengal,Grocery,1,860.46,0.1,774.41,170.37,Debit Card,Online
IN101182,2025-03-13,Jaipur,Rajasthan,Clothing,1,1208.44,0.05,1148.02,321.45,Credit Card,Online
IN101183,2024-01-11,Pune,Maharashtra,Grocery,5,551.85,0.05,2621.29,576.68,Credit Card,Online
IN101184,2025-08-29,Pune,Maharashtra,Grocery,2,468.31,0.0,936.62,206.06,UPI,Online
IN101185,2025-10-03,Hyderabad,Telangana,Electronics,1,3093.67,0.2,2474.94,593.99,UPI,Online
IN101186,2024-04-12,Lucknow,Uttar Pradesh,Beauty,3,898.55,0.05,2560.87,819.48,Credit Card,Online
IN101187,2025-04-30,Lucknow,Uttar Pradesh,Electronics,1,4246.19,0.05,4033.88,968.13,UPI,Store
IN101188,2024-04-19,Delhi,Delhi,Clothing,1,1736.01,0.2,1388.81,388.87,UPI,Online
IN101189,2025-10-04,Kolkata,West Bengal,Grocery,4,525.47,0.0,2101.88,462.41,UPI,Online
IN101190,2025-12-03,Chennai,Tamil Nadu,Home & Kitchen,1,2194.23,0.1,1974.81,592.44,UPI,Online
IN101191,2024-04-02,Pune,Maharashtra,Electronics,5,2610.86,0.0,13054.3,3133.03,Debit Card,Online
IN101192,2025-12-18,Delhi,Delhi,Clothing,3,1050.77,0.1,2837.08,794.38,Debit Card,Online
IN101193,2025-06-24,Chennai,Tamil Nadu,Grocery,5,808.67,0.0,4043.35,889.54,UPI,Online
IN101194,2025-11-29,Lucknow,Uttar Pradesh,Electronics,5,4270.0,0.1,19215.0,4611.6,UPI,Online
IN101195,2025-05-21,Hyderabad,Telangana,Grocery,2,492.23,0.2,787.57,173.27,Credit Card,Online
IN101196,2024-06-25,Jaipur,Rajasthan,Beauty,4,1106.15,0.15,3760.91,1203.49,UPI,Store
IN101197,2025-03-14,Pune,Maharashtra,Beauty,5,1132.64,0.1,5096.88,1631.0,Cash,Online
IN101198,2025-10-29,Delhi,Delhi,Electronics,2,2487.01,0.2,3979.22,955.01,Cash,Online
