Transaction_ID,Date,Customer_ID,Product_ID,Category,Units,Unit_Price,Discount_Pct,Channel,City,Return_Flag
T362,2025-07-27,C163,P13,Grocery,1,2000,0,Website,Chennai,0
T363,2025-03-15,C164,P14,Health,5,2675,5,Offline,Kolkata,0
T364,2024-09-28,C165,P15,Books,2,4311,15,App,Kolkata,0
T365,2024-11-16,C166,P16,Health,2,3479,10,Marketplace,Chennai,0
T366,2024-10-26,C167,P17,Books,4,4420,0,Offline,Hyderabad,0
T367,2025-10-20,C168,P18,Books,1,4996,0,Website,Delhi,0
T368,2025-01-22,C169,P19,Sports,2,2487,0,Website,Bangalore,1
T369,2024-07-25,C170,P20,Beauty,5,3834,0,App,Mumbai,0
T370,2025-04-03,C171,P21,Books,5,1741,0,App,Chennai,0
T371,2026-03-12,C172,P22,Home,4,2017,0,Website,Chennai,0
T372,2024-11-07,C173,P23,Books,5,4683,5,Website,Chennai,0
T373,2026-06-07,C174,P24,Electronics,3,1457,10,Marketplace,Bangalore,0
T374,2025-05-06,C175,P25,Beauty,4,2976,5,Website,Kolkata,0
T375,2025-03-22,C176,P26,Apparel,5,4466,0,Offline,Jaipur,0
T376,2024-07-18,C177,P27,Health,3,4196,0,Offline,Bangalore,1
T377,2024-07-18,C178,P28,Apparel,5,3130,15,Offline,Pune,0
T378,2026-02-01,C179,P29,Grocery,3,4944,5,Offline,Kolkata,0
T379,2025-10-20,C180,P30,Sports,1,1760,15,Website,Pune,0
T380,2025-01-02,C181,P31,Health,2,1176,5,Website,Delhi,0
T381,2025-05-07,C182,P32,Beauty,5,1968,15,Website,Hyderabad,0
T382,2026-04-11,C183,P33,Home,4,1950,5,App,Hyderabad,0
T383,2025-05-21,C184,P34,Beauty,4,3000,5,Website,Chennai,0
T384,2025-09-04,C185,P35,Health,4,2452,5,Offline,Jaipur,0
T385,2024-07-17,C186,P36,Grocery,2,4565,0,Offline,Delhi,0
T386,2025-08-11,C187,P37,Home,4,3393,0,App,Chennai,0
T387,2026-03-27,C188,P38,Grocery,4,582,5,Website,Jaipur,0
T388,2025-07-22,C189,P39,Sports,2,2885,15,Website,Bangalore,1
T389,2025-08-06,C190,P40,Grocery,5,3426,10,Website,Kolkata,0
T390,2025-07-09,C191,P41,Sports,5,1576,0,Marketplace,Pune,0
T391,2024-08-21,C192,P42,Sports,1,3133,10,App,Hyderabad,0
T392,2024-09-11,C193,P43,Sports,3,1785,0,Marketplace,Mumbai,0
T393,2025-06-22,C194,P44,Electronics,4,3435,5,Offline,Bangalore,1
T394,2026-03-12,C195,P45,Sports,3,4754,10,Website,Pune,0
T395,2025-11-04,C196,P46,Apparel,5,1311,0,Marketplace,Mumbai,0
T396,2026-06-17,C197,P47,Apparel,4,3468,15,Offline,Delhi,0
T397,2026-03-16,C198,P48,Beauty,3,849,5,App,Chennai,0
T398,2024-07-03,C199,P49,Apparel,3,3202,15,Marketplace,Bangalore,1
T399,2025-02-28,C200,P50,Apparel,5,2478,15,Marketplace,Kolkata,0
T400,2025-01-03,C1,P1,Apparel,3,1117,15,App,Kolkata,0
T401,2024-11-04,C2,P2,Sports,5,2176,0,Website,Delhi,0
T402,2025-06-03,C3,P3,Beauty,2,2212,15,App,Bangalore,0
T403,2026-03-21,C4,P4,Books,1,3232,0,Offline,Mumbai,0
T404,2025-01-12,C5,P5,Health,1,3895,0,Offline,Kolkata,0
T405,2025-11-25,C6,P6,Home,3,4810,10,Marketplace,Delhi,0
T406,2025-06-14,C7,P7,Apparel,4,3122,15,App,Chennai,0
T407,2024-08-22,C8,P8,Sports,4,1149,0,Offline,Mumbai,0
T408,2026-03-01,C9,P9,Health,5,697,5,Offline,Delhi,0
T409,2024-09-14,C10,P10,Grocery,1,3771,0,App,Hyderabad,0
T410,2025-02-07,C11,P11,Books,1,1703,10,Website,Chennai,0
T411,2025-08-28,C12,P12,Sports,2,1880,0,Website,Hyderabad,0
T412,2024-11-19,C13,P13,Home,5,2262,10,App,Hyderabad,0
T413,2025-03-07,C14,P14,Home,5,4917,5,Marketplace,Chennai,0
T414,2025-08-04,C15,P15,Books,1,4567,5,Offline,Bangalore,0
T415,2024-12-10,C16,P16,Beauty,3,1614,0,Marketplace,Pune,0
T416,2024-08-09,C17,P17,Sports,3,2786,0,Website,Jaipur,0
T417,2024-09-15,C18,P18,Health,3,3411,0,App,Pune,0
T418,2024-07-04,C19,P19,Beauty,5,3868,0,App,Pune,0
T419,2026-05-24,C20,P20,Grocery,1,1846,0,App,Kolkata,0
T420,2024-08-16,C21,P21,Health,3,1775,0,App,Hyderabad,0
T421,2025-02-27,C22,P22,Health,5,4186,5,App,Hyderabad,0
T422,2024-11-16,C23,P23,Books,1,3623,0,Website,Hyderabad,0
T423,2024-11-01,C24,P24,Electronics,5,1523,0,Website,Mumbai,0
T424,2026-02-05,C25,P25,Books,4,1101,15,Marketplace,Hyderabad,0
T425,2024-09-20,C26,P26,Beauty,1,1503,15,Offline,Bangalore,0
T426,2025-04-20,C27,P27,Grocery,2,1472,15,Website,Kolkata,0
T427,2025-05-22,C28,P28,Sports,3,1098,15,Offline,Jaipur,0
T428,2025-12-02,C29,P29,Books,2,2360,0,Marketplace,Delhi,1
T429,2025-09-23,C30,P30,Electronics,1,1194,10,Offline,Pune,0
T430,2024-08-11,C31,P31,Electronics,2,4401,15,Offline,Mumbai,0
T431,2025-12-23,C32,P32,Grocery,1,4469,0,Marketplace,Jaipur,0
T432,2024-09-26,C33,P33,Health,2,3083,15,Website,Chennai,1
T433,2025-01-12,C34,P34,Health,2,4755,10,Offline,Chennai,0
T434,2025-03-07,C35,P35,Apparel,4,1454,15,Marketplace,Bangalore,0
T435,2025-05-27,C36,P36,Beauty,3,1359,0,Marketplace,Hyderabad,0
T436,2024-12-04,C37,P37,Electronics,1,4934,10,App,Chennai,0
T437,2025-08-08,C38,P38,Beauty,4,4486,15,Offline,Pune,1
T438,2026-02-05,C39,P39,Home,3,4075,10,App,Hyderabad,0
T439,2026-04-02,C40,P40,Sports,3,3981,0,Marketplace,Bangalore,0
T440,2025-05-06,C41,P41,Beauty,1,1416,0,Marketplace,Pune,0
T441,2025-07-16,C42,P42,Apparel,4,2460,5,Marketplace,Delhi,0
T442,2025-12-12,C43,P43,Books,5,4146,5,App,Hyderabad,0
T443,2025-11-20,C44,P44,Books,4,1263,15,Offline,Delhi,0
T444,2025-11-19,C45,P45,Electronics,5,4669,0,Marketplace,Chennai,0
T445,2025-06-10,C46,P46,Books,1,1145,0,App,Jaipur,0
T446,2025-08-24,C47,P47,Home,4,1104,5,App,Mumbai,1
T447,2025-07-10,C48,P48,Electronics,4,3564,0,Offline,Bangalore,0
T448,2024-08-10,C49,P49,Beauty,4,4927,5,Website,Hyderabad,0
T449,2025-09-06,C50,P50,Grocery,4,2445,5,Offline,Bangalore,0
T450,2025-02-11,C51,P1,Health,1,4215,0,Website,Delhi,0
T451,2025-10-18,C52,P2,Apparel,1,2027,0,Website,Pune,0
T452,2026-05-06,C53,P3,Sports,3,1197,0,App,Hyderabad,0
T453,2025-02-04,C54,P4,Apparel,3,799,0,Website,Pune,0
T454,2025-01-10,C55,P5,Apparel,5,2070,0,Marketplace,Hyderabad,0
T455,2025-07-21,C56,P6,Home,2,3074,0,Marketplace,Jaipur,0
T456,2025-03-05,C57,P7,Home,1,1394,0,Website,Hyderabad,0
T457,2024-11-13,C58,P8,Home,1,4364,0,Website,Mumbai,0
T458,2026-06-28,C59,P9,Beauty,2,2045,0,Offline,Kolkata,1
T459,2025-10-06,C60,P10,Electronics,1,1515,0,Offline,Bangalore,0
T460,2025-03-12,C61,P11,Health,2,4111,5,Website,Jaipur,0
T461,2025-08-28,C62,P12,Books,1,4389,5,Marketplace,Jaipur,0
T462,2025-06-24,C63,P13,Books,5,3763,10,Offline,Mumbai,0
T463,2025-04-17,C64,P14,Grocery,1,4389,15,Website,Bangalore,0
T464,2026-02-09,C65,P15,Home,1,878,0,App,Delhi,0
T465,2025-11-07,C66,P16,Home,1,1930,10,App,Bangalore,0
T466,2024-10-10,C67,P17,Health,2,2327,5,Marketplace,Delhi,0
T467,2025-07-20,C68,P18,Grocery,3,4894,10,Offline,Chennai,0
T468,2025-12-26,C69,P19,Electronics,1,675,15,Website,Jaipur,0
T469,2026-01-21,C70,P20,Beauty,1,1500,10,Offline,Chennai,0
T470,2024-10-17,C71,P21,Grocery,5,1010,0,Offline,Delhi,0
T471,2026-01-01,C72,P22,Electronics,3,4237,0,Website,Bangalore,0
T472,2024-07-08,C73,P23,Beauty,4,1048,5,Marketplace,Jaipur,1
T473,2025-01-13,C74,P24,Sports,2,1745,5,Offline,Delhi,0
T474,2024-08-19,C75,P25,Beauty,1,3500,0,Marketplace,Hyderabad,0
T475,2025-11-08,C76,P26,Apparel,4,3211,0,Website,Chennai,0
T476,2025-05-09,C77,P27,Electronics,2,4979,0,Website,Mumbai,0
T477,2025-05-16,C78,P28,Electronics,5,1598,15,App,Delhi,0
T478,2025-03-21,C79,P29,Health,4,4124,0,Offline,Delhi,0
T479,2024-08-28,C80,P30,Sports,3,1262,5,Website,Hyderabad,0
T480,2026-01-28,C81,P31,Home,4,4738,0,Website,Mumbai,1
T481,2025-11-11,C82,P32,Health,1,624,0,Marketplace,Delhi,0
T482,2026-04-15,C83,P33,Beauty,2,1789,15,Marketplace,Kolkata,0
T483,2025-04-27,C84,P34,Health,3,2006,10,App,Chennai,0
T484,2025-06-24,C85,P35,Apparel,4,2186,0,Offline,Jaipur,0
T485,2026-02-06,C86,P36,Apparel,3,1030,0,App,Pune,1
T486,2025-11-05,C87,P37,Sports,4,1473,15,Offline,Delhi,0
T487,2026-05-09,C88,P38,Beauty,2,1851,10,Website,Bangalore,1
T488,2025-08-07,C89,P39,Beauty,4,2349,0,Website,Kolkata,0
T489,2025-08-26,C90,P40,Electronics,5,2606,5,App,Bangalore,0
T490,2025-01-22,C91,P41,Beauty,5,1132,0,Offline,Kolkata,0
T491,2025-04-22,C92,P42,Grocery,2,1372,10,App,Chennai,1
T492,2025-05-14,C93,P43,Beauty,5,3645,5,Marketplace,Jaipur,0
T493,2026-05-01,C94,P44,Beauty,5,1537,10,Offline,Bangalore,0
T494,2025-06-14,C95,P45,Health,2,4666,0,Offline,Kolkata,0
T495,2026-04-21,C96,P46,Health,2,1285,15,Marketplace,Chennai,0
T496,2024-11-07,C97,P47,Apparel,4,1490,5,Marketplace,Delhi,0
T497,2024-10-04,C98,P48,Health,2,536,0,Website,Chennai,0
T498,2025-10-19,C99,P49,Grocery,5,3092,0,Website,Hyderabad,0
T499,2025-08-20,C100,P50,Beauty,3,2712,5,Website,Pune,1
T500,2025-07-13,C101,P1,Health,3,2808,0,Offline,Hyderabad,0
T501,2026-03-25,C102,P2,Sports,5,3652,10,Marketplace,Mumbai,0
T502,2025-10-25,C103,P3,Health,4,844,10,Offline,Delhi,0
T503,2025-06-06,C104,P4,Grocery,1,2578,0,Website,Delhi,0
T504,2024-12-04,C105,P5,Sports,4,612,15,Marketplace,Pune,0
T505,2025-06-15,C106,P6,Grocery,1,4686,0,Website,Delhi,0
T506,2026-01-10,C107,P7,Electronics,3,3830,15,App,Jaipur,1
T507,2024-07-16,C108,P8,Grocery,1,1840,0,Marketplace,Mumbai,0
T508,2024-11-16,C109,P9,Books,1,4810,0,App,Delhi,0
T509,2025-11-01,C110,P10,Sports,1,3601,0,Offline,Chennai,0
T510,2025-02-13,C111,P11,Electronics,5,3016,0,Marketplace,Chennai,0
T511,2025-08-09,C112,P12,Books,1,2494,0,Offline,Hyderabad,0
T512,2026-05-09,C113,P13,Sports,5,3100,5,Website,Bangalore,0
T513,2026-04-25,C114,P14,Apparel,1,974,0,Marketplace,Hyderabad,0
T514,2024-11-19,C115,P15,Beauty,1,913,0,App,Pune,0
T515,2026-01-26,C116,P16,Beauty,2,1482,0,Website,Pune,0
T516,2026-06-12,C117,P17,Beauty,5,1750,15,Marketplace,Pune,0
T517,2024-10-21,C118,P18,Health,4,2667,5,App,Delhi,0
T518,2026-03-12,C119,P19,Apparel,4,2942,10,Website,Pune,0
T519,2026-05-05,C120,P20,Grocery,2,2072,0,Website,Delhi,0
T520,2024-07-03,C121,P21,Electronics,4,2604,10,App,Delhi,0
T521,2025-06-17,C122,P22,Apparel,3,4044,0,App,Hyderabad,0
T522,2025-04-27,C123,P23,Sports,2,4635,0,App,Bangalore,1
T523,2025-12-06,C124,P24,Home,5,2108,0,Marketplace,Jaipur,0
T524,2026-01-24,C125,P25,Books,4,4666,5,Marketplace,Chennai,0
T525,2025-10-18,C126,P26,Health,1,3834,0,Website,Delhi,0
T526,2026-01-17,C127,P27,Grocery,2,3639,15,Marketplace,Pune,0
T527,2025-03-15,C128,P28,Grocery,2,3483,0,Marketplace,Chennai,0
T528,2025-07-06,C129,P29,Beauty,2,2690,0,Marketplace,Jaipur,0
T529,2025-07-06,C130,P30,Home,3,3759,5,Website,Kolkata,0
T530,2024-09-24,C131,P31,Electronics,1,4225,0,App,Kolkata,0
T531,2025-10-24,C132,P32,Home,3,852,0,Offline,Delhi,0
T532,2025-02-19,C133,P33,Home,3,3801,0,App,Delhi,0
T533,2026-06-21,C134,P34,Apparel,5,2182,0,Marketplace,Mumbai,0
T534,2025-04-08,C135,P35,Beauty,5,1171,0,App,Chennai,0
T535,2025-11-05,C136,P36,Books,1,4003,0,Website,Kolkata,0
T536,2026-06-16,C137,P37,Books,3,4826,5,Marketplace,Pune,0
T537,2025-07-02,C138,P38,Health,3,4893,10,App,Pune,0
T538,2025-04-27,C139,P39,Books,2,2292,15,App,Mumbai,0
T539,2025-12-22,C140,P40,Beauty,3,1292,0,Website,Mumbai,0
T540,2024-08-25,C141,P41,Sports,1,4937,10,App,Jaipur,0
T541,2025-06-18,C142,P42,Electronics,2,898,0,Marketplace,Bangalore,0
T542,2025-08-12,C143,P43,Apparel,5,3017,5,Website,Delhi,0
T543,2025-07-01,C144,P44,Apparel,5,2041,10,Website,Pune,0
T544,2025-09-27,C145,P45,Beauty,2,3298,15,Marketplace,Bangalore,0
T545,2025-11-17,C146,P46,Books,5,1126,0,Offline,Bangalore,0
T546,2026-02-03,C147,P47,Apparel,2,2272,5,Marketplace,Bangalore,0
T547,2025-09-18,C148,P48,Beauty,5,2415,10,Marketplace,Bangalore,0
T548,2024-08-24,C149,P49,Books,5,4220,15,App,Pune,0
T549,2024-11-16,C150,P50,Electronics,1,4895,0,Offline,Chennai,0
T550,2026-05-20,C151,P1,Beauty,3,4602,0,Website,Pune,0
T551,2026-02-22,C152,P2,Sports,5,1882,10,Offline,Pune,0
T552,2026-06-08,C153,P3,Apparel,4,4094,15,Website,Hyderabad,0
T553,2026-01-22,C154,P4,Health,5,2836,15,Offline,Chennai,0
T554,2026-05-26,C155,P5,Electronics,4,1993,0,Website,Kolkata,1
T555,2026-05-15,C156,P6,Beauty,2,2059,10,Website,Hyderabad,0
T556,2025-07-14,C157,P7,Beauty,5,3659,10,App,Jaipur,0
T557,2026-02-23,C158,P8,Sports,2,4174,0,Marketplace,Kolkata,0
T558,2025-07-01,C159,P9,Apparel,2,886,5,Offline,Bangalore,1
T559,2025-08-03,C160,P10,Beauty,5,2761,10,Website,Pune,0
T560,2025-09-20,C161,P11,Home,4,3913,0,Website,Bangalore,0
T561,2024-12-18,C162,P12,Home,3,4079,0,Offline,Delhi,0
T562,2025-03-20,C163,P13,Beauty,1,2811,0,Website,Jaipur,0
T563,2024-09-10,C164,P14,Health,1,1514,15,App,Chennai,0
T564,2025-05-13,C165,P15,Electronics,4,1037,0,App,Pune,0
T565,2025-10-04,C166,P16,Sports,3,4588,0,App,Hyderabad,0
T566,2024-09-14,C167,P17,Grocery,4,2431,0,Website,Chennai,0
T567,2025-10-28,C168,P18,Books,3,1629,0,App,Kolkata,0
T568,2025-08-12,C169,P19,Sports,4,3099,5,Marketplace,Pune,0
T569,2024-09-14,C170,P20,Health,5,3760,10,App,Mumbai,0
T570,2024-10-04,C171,P21,Books,5,1223,15,Website,Pune,0
T571,2025-09-11,C172,P22,Electronics,5,2985,10,Offline,Jaipur,0
T572,2025-02-10,C173,P23,Grocery,2,3399,10,App,Pune,1
T573,2024-07-09,C174,P24,Apparel,4,2224,0,Marketplace,Bangalore,0
T574,2024-09-09,C175,P25,Apparel,5,2166,10,App,Jaipur,0
T575,2024-12-14,C176,P26,Home,4,2563,0,Offline,Delhi,0
T576,2025-04-02,C177,P27,Home,3,1433,15,Marketplace,Kolkata,0
T577,2025-08-02,C178,P28,Grocery,3,4229,0,App,Kolkata,0
T578,2026-02-15,C179,P29,Grocery,3,902,0,Offline,Mumbai,0
T579,2025-05-21,C180,P30,Electronics,3,1861,0,App,Hyderabad,0
T580,2025-07-14,C181,P31,Home,2,622,0,Marketplace,Jaipur,0
T581,2024-08-16,C182,P32,Apparel,2,2895,5,Marketplace,Kolkata,0
T582,2024-10-27,C183,P33,Apparel,2,2296,10,Marketplace,Bangalore,0
T583,2026-02-20,C184,P34,Electronics,4,4132,10,Marketplace,Bangalore,0
T584,2025-08-04,C185,P35,Health,5,3263,0,Marketplace,Mumbai,0
T585,2024-08-13,C186,P36,Apparel,4,3077,0,Offline,Jaipur,0
T586,2025-01-23,C187,P37,Sports,1,4140,10,Marketplace,Hyderabad,0
T587,2026-02-03,C188,P38,Apparel,4,4081,0,Website,Hyderabad,1
T588,2024-10-27,C189,P39,Beauty,5,4137,0,Marketplace,Pune,0
T589,2025-10-11,C190,P40,Electronics,2,559,0,App,Kolkata,0
T590,2026-06-10,C191,P41,Beauty,2,2139,0,App,Hyderabad,1
T591,2025-04-17,C192,P42,Sports,4,2439,15,Offline,Hyderabad,0
T592,2026-04-07,C193,P43,Books,3,1337,0,Offline,Pune,0
T593,2024-11-05,C194,P44,Home,5,559,5,App,Delhi,0
T594,2025-05-08,C195,P45,Books,1,1594,10,Offline,Kolkata,0
T595,2024-12-21,C196,P46,Electronics,1,2590,0,App,Pune,0
T596,2024-07-14,C197,P47,Books,4,915,5,App,Pune,0
T597,2025-08-13,C198,P48,Sports,3,3184,5,Website,Hyderabad,0
T598,2026-04-26,C199,P49,Beauty,3,4738,0,Website,Hyderabad,0
T599,2024-12-16,C200,P50,Health,3,1663,10,Offline,Mumbai,0
T600,2025-04-06,C1,P1,Apparel,1,655,5,Offline,Jaipur,0
T601,2025-10-28,C2,P2,Home,1,1271,5,Marketplace,Mumbai,0
T602,2025-01-26,C3,P3,Apparel,4,956,5,App,Kolkata,0
T603,2026-03-21,C4,P4,Apparel,3,4795,10,Offline,Hyderabad,0
T604,2025-06-24,C5,P5,Health,1,1710,15,Marketplace,Jaipur,0
T605,2025-01-03,C6,P6,Apparel,5,965,5,Marketplace,Jaipur,0
T606,2026-06-04,C7,P7,Sports,4,519,5,Offline,Bangalore,0
T607,2025-03-21,C8,P8,Home,2,2777,10,App,Delhi,0
T608,2025-06-02,C9,P9,Electronics,1,1409,0,App,Pune,0
T609,2025-10-08,C10,P10,Home,5,3877,0,Offline,Chennai,0
T610,2025-11-15,C11,P11,Home,4,1852,5,Marketplace,Mumbai,0
T611,2025-04-27,C12,P12,Sports,1,2775,0,Marketplace,Kolkata,0
T612,2025-06-19,C13,P13,Grocery,5,4825,0,Marketplace,Hyderabad,0
T613,2025-06-26,C14,P14,Health,2,3277,10,App,Jaipur,1
T614,2024-12-22,C15,P15,Home,5,2301,0,Offline,Delhi,0
T615,2025-05-24,C16,P16,Books,4,4145,0,App,Mumbai,1
T616,2025-10-09,C17,P17,Home,3,3101,0,Website,Chennai,0
T617,2025-08-18,C18,P18,Home,5,3396,5,Marketplace,Jaipur,0
T618,2026-01-22,C19,P19,Books,1,2311,15,Marketplace,Bangalore,0
T619,2024-07-05,C20,P20,Health,2,4364,5,App,Jaipur,0
T620,2026-02-14,C21,P21,Apparel,1,1242,0,Offline,Kolkata,0
T621,2025-02-19,C22,P22,Home,1,1275,15,App,Pune,0
T622,2025-12-27,C23,P23,Grocery,5,1306,15,Website,Mumbai,0
T623,2024-10-04,C24,P24,Beauty,3,4303,0,Website,Hyderabad,0
T624,2024-09-13,C25,P25,Health,4,4832,10,Offline,Pune,0
T625,2025-10-06,C26,P26,Health,3,2056,15,Marketplace,Bangalore,0
T626,2024-07-11,C27,P27,Electronics,1,1995,15,Marketplace,Chennai,0
T627,2025-03-13,C28,P28,Home,4,2162,15,Offline,Delhi,0
T628,2025-01-03,C29,P29,Sports,5,3000,0,Offline,Mumbai,0
T629,2026-06-12,C30,P30,Beauty,3,1578,0,Marketplace,Pune,0
T630,2025-06-13,C31,P31,Sports,4,2293,10,Website,Kolkata,0
T631,2025-05-02,C32,P32,Beauty,1,2720,0,Marketplace,Jaipur,0
T632,2025-05-20,C33,P33,Electronics,3,4397,0,App,Hyderabad,1
T633,2025-05-10,C34,P34,Books,4,1054,0,Offline,Pune,0
T634,2026-03-11,C35,P35,Home,4,4609,15,Marketplace,Mumbai,0
T635,2025-07-04,C36,P36,Electronics,2,3852,0,App,Hyderabad,1
T636,2026-03-06,C37,P37,Apparel,3,954,0,Offline,Pune,0
T637,2025-07-24,C38,P38,Sports,1,1530,5,App,Pune,0
T638,2025-06-06,C39,P39,Beauty,4,1701,5,App,Jaipur,0
T639,2025-09-06,C40,P40,Health,4,4165,0,Offline,Jaipur,0
T640,2026-02-07,C41,P41,Home,3,3711,10,Offline,Hyderabad,0
T641,2024-09-04,C42,P42,Grocery,5,4739,5,Marketplace,Bangalore,0
T642,2025-04-07,C43,P43,Beauty,3,4287,0,App,Kolkata,1
T643,2025-02-19,C44,P44,Sports,2,3982,10,Offline,Kolkata,0
T644,2024-10-03,C45,P45,Home,4,2502,10,Marketplace,Kolkata,0
T645,2025-09-13,C46,P46,Sports,5,3728,0,Website,Hyderabad,0
T646,2026-03-25,C47,P47,Electronics,5,3576,0,Marketplace,Mumbai,0
T647,2025-01-03,C48,P48,Books,2,3135,0,App,Kolkata,0
T648,2025-08-07,C49,P49,Electronics,5,2565,0,App,Jaipur,0
T649,2025-01-13,C50,P50,Sports,4,2299,15,Website,Chennai,0
T650,2024-11-17,C51,P1,Health,5,2813,5,Marketplace,Chennai,0
T651,2024-09-19,C52,P2,Books,2,3354,15,Offline,Chennai,0
T652,2025-08-17,C53,P3,Health,4,3480,0,App,Jaipur,0
T653,2024-08-04,C54,P4,Beauty,2,2312,0,Marketplace,Hyderabad,0
T654,2025-10-22,C55,P5,Books,2,559,0,Offline,Delhi,0
T655,2024-07-19,C56,P6,Sports,5,1870,0,Marketplace,Jaipur,0
T656,2025-05-04,C57,P7,Apparel,4,1665,15,Website,Kolkata,0
T657,2026-06-03,C58,P8,Beauty,4,1008,0,App,Mumbai,0
T658,2026-03-26,C59,P9,Apparel,4,2220,0,Marketplace,Pune,0
T659,2026-03-26,C60,P10,Books,5,3166,10,App,Hyderabad,1
T660,2025-11-12,C61,P11,Health,1,1879,10,Offline,Hyderabad,0
T661,2024-09-06,C62,P12,Grocery,1,1366,0,Offline,Delhi,0
T662,2025-03-03,C63,P13,Beauty,5,1505,15,Website,Mumbai,0
T663,2025-08-10,C64,P14,Sports,5,2858,15,App,Pune,0
T664,2024-12-13,C65,P15,Apparel,1,2805,0,Marketplace,Hyderabad,0
T665,2025-05-16,C66,P16,Books,3,1422,15,Offline,Chennai,0
T666,2024-09-08,C67,P17,Health,4,1817,0,Marketplace,Delhi,0
T667,2024-10-20,C68,P18,Grocery,4,1250,5,App,Hyderabad,0
T668,2025-10-27,C69,P19,Books,1,4971,0,Website,Kolkata,0
T669,2025-05-11,C70,P20,Home,3,3853,0,Offline,Hyderabad,0
T670,2024-10-22,C71,P21,Sports,2,955,0,Offline,Hyderabad,0
T671,2025-03-09,C72,P22,Apparel,1,1375,0,Website,Kolkata,0
T672,2025-03-02,C73,P23,Home,5,2222,0,Website,Pune,1
T673,2025-04-18,C74,P24,Grocery,5,3031,0,Marketplace,Delhi,0
T674,2025-09-27,C75,P25,Grocery,3,4585,0,Offline,Chennai,0
T675,2025-02-28,C76,P26,Sports,4,3351,0,Website,Hyderabad,0
T676,2025-02-02,C77,P27,Books,5,2352,10,Website,Chennai,0
T677,2026-03-04,C78,P28,Books,5,2268,5,Website,Delhi,0
T678,2024-07-23,C79,P29,Apparel,2,4750,0,App,Mumbai,0
T679,2024-07-11,C80,P30,Health,5,1156,15,Website,Chennai,0
T680,2024-08-15,C81,P31,Grocery,5,1702,0,App,Chennai,0
T681,2026-01-01,C82,P32,Books,2,2284,10,Offline,Bangalore,1
T682,2024-08-02,C83,P33,Sports,4,1873,0,Website,Jaipur,0
T683,2025-04-05,C84,P34,Apparel,5,2319,5,Marketplace,Bangalore,0
T684,2024-09-12,C85,P35,Home,5,962,0,App,Mumbai,0
T685,2024-08-17,C86,P36,Grocery,2,2389,0,Offline,Pune,0
T686,2025-02-10,C87,P37,Electronics,3,2206,10,Marketplace,Delhi,0
T687,2025-03-25,C88,P38,Electronics,3,4317,10,Offline,Bangalore,0
T688,2025-12-20,C89,P39,Apparel,4,2871,0,Offline,Kolkata,0
T689,2025-10-06,C90,P40,Apparel,5,934,0,Website,Mumbai,0
T690,2026-02-11,C91,P41,Sports,2,1996,15,App,Jaipur,0
T691,2025-07-23,C92,P42,Apparel,4,3682,0,Offline,Delhi,0
T692,2026-01-13,C93,P43,Apparel,1,2784,0,Marketplace,Kolkata,0
T693,2025-03-25,C94,P44,Grocery,3,1367,5,App,Kolkata,0
T694,2025-03-13,C95,P45,Books,5,4365,15,Website,Kolkata,0
T695,2024-11-10,C96,P46,Beauty,1,3463,0,App,Kolkata,0
T696,2025-08-12,C97,P47,Grocery,1,1298,15,App,Bangalore,0
T697,2026-01-15,C98,P48,Sports,4,1103,10,Website,Chennai,0
T698,2025-09-04,C99,P49,Beauty,5,3027,0,Website,Mumbai,0
T699,2024-07-13,C100,P50,Books,1,4415,0,Marketplace,Delhi,0
T700,2024-07-22,C101,P1,Sports,1,2436,15,App,Pune,0
T701,2024-11-06,C102,P2,Beauty,4,2527,0,Website,Kolkata,0
T702,2025-04-28,C103,P3,Beauty,4,2478,15,Website,Mumbai,0
T703,2025-08-04,C104,P4,Beauty,4,1638,10,Offline,Chennai,0
T704,2025-09-25,C105,P5,Beauty,3,1976,15,Offline,Jaipur,0
T705,2026-05-15,C106,P6,Books,2,1498,0,Marketplace,Chennai,0
T706,2026-03-12,C107,P7,Sports,1,2401,0,Offline,Pune,0
T707,2025-01-23,C108,P8,Sports,1,2187,10,App,Delhi,0
T708,2025-03-28,C109,P9,Electronics,4,1456,15,Website,Jaipur,0
T709,2026-03-09,C110,P10,Grocery,2,3059,5,Marketplace,Pune,0
T710,2024-12-04,C111,P11,Grocery,4,1878,0,Website,Mumbai,0
T711,2025-04-10,C112,P12,Grocery,3,590,0,Marketplace,Pune,0
T712,2025-08-07,C113,P13,Sports,2,3543,0,Marketplace,Chennai,0
T713,2024-08-07,C114,P14,Apparel,3,2548,15,App,Chennai,0
T714,2025-01-14,C115,P15,Apparel,4,4565,0,App,Pune,0
T715,2025-08-08,C116,P16,Grocery,1,2328,0,Marketplace,Jaipur,0
T716,2024-11-14,C117,P17,Sports,4,655,15,Website,Chennai,0
T717,2025-11-22,C118,P18,Apparel,4,825,5,Website,Bangalore,0
T718,2025-12-26,C119,P19,Grocery,5,1630,15,Website,Hyderabad,0
T719,2026-02-03,C120,P20,Books,5,2661,10,Website,Jaipur,0
T720,2026-04-23,C121,P21,Books,1,4983,15,App,Pune,0
T721,2025-09-17,C122,P22,Books,3,1153,10,Website,Kolkata,1
T722,2025-04-09,C123,P23,Sports,2,2767,0,Marketplace,Chennai,1
T723,2025-04-21,C124,P24,Health,3,2592,15,Marketplace,Pune,0
T724,2026-03-21,C125,P25,Grocery,3,1655,15,Marketplace,Jaipur,0
